"start";"end";"Gracias por tomarse el tiempo para participar en nuestra encuesta. Su aporte es invaluable para recopilar perspectivas y conocimientos sobre los desastres naturales en Tenerife y las medidas que se pueden tomar contra ellos. Sus respuestas nos ayudarán a comprender mejor la vulnerabilidad a los desastres naturales e informar a los responsables de las políticas en consecuencia.  Esta encuesta es completamente anónima y sus respuestas se mantendrán confidenciales. La encuesta consta de tres partes, 18 preguntas, y tomará un máximo de 10 minutos. Si tiene alguna pregunta o comentario durante la encuesta, no dude en pedir apoyo. ¡Muchas gracias por su participación! Al seleccionar 'estoy de acuerdo', está dando su consentimiento a las condiciones descritas anteriormente";"¿Qué tipo de residente eres en Tenerife?";"¿Alquilas o eres propietario de tu residencia?";"¿Cuál es tu código postal?";"¿Cuál describe mejor el entorno alrededor de su residencia?";"¿Cuál describe mejor el entorno alrededor de su residencia? (otro)";"¿Cuál es tu identidad de género?";"¿Cuál es tu identidad de género? (Otro)";"¿Cuál es tu edad?";"¿Cuál es su nivel más alto de educación completado?";"¿Cuál es su nivel más alto de educación completado? (otro)";"¿En qué sector laboral trabaja?";"¿En qué sector laboral trabaja? (otro)";"¿Ha experimentado alguna vez un incendio forestal? Si es así, por favor indique cuántas veces. ";"¿Ha experimentado alguna vez una inundación? Si es así, por favor indique cuántas veces. ";"¿Ha experimentado alguna vez un desprendimiento? Si es así, por favor indique cuántas veces. ";"¿Ha experimentado alguna vez una erupción volcánica? Si es así, por favor indique cuántas veces. ";"¿Ha experimentado alguna vez un deslizamiento? Si es así, por favor indique cuántas veces. ";"Si ha sido afectado, ¿su hogar experimentó daños? Si es así, ¿cuánto daño se causó (en euros)?";"Basado en los peligros que eligió, ¿cuán probable estima que su hogar será dañado por el/los peligro(s) en el próximo año? (%)";"Basado en los peligros que eligió, ¿cuán probable estima que su hogar será dañado por el/los peligro(s) en los próximos 5 años? (%)";"Basado en los peligros que eligió, ¿cuán probable estima que su hogar será dañado por el/los peligro(s) en los próximos 10 años? (%)";"¿Cuánto daño monetario cree que causaría un desastre natural a su propiedad?";"¿Qué probabilidades (%) cree que hay de que sea afectado por 2 peligros (Inundación, Incendio forestal, Caída de rocas, Deslizamiento de tierra, Erupción volcánica) dentro del mismo año?";"¿Ha tomado alguna medida preventiva de adaptación para los siguientes peligros para usted mismo, si es así, ¿para cuál(es) peligro(s)?";"¿Ha tomado alguna medida preventiva de adaptación para los siguientes peligros para usted mismo, si es así, ¿para cuál(es) peligro(s)?/Inundaciones";"¿Ha tomado alguna medida preventiva de adaptación para los siguientes peligros para usted mismo, si es así, ¿para cuál(es) peligro(s)?/Incendio forestal";"¿Ha tomado alguna medida preventiva de adaptación para los siguientes peligros para usted mismo, si es así, ¿para cuál(es) peligro(s)?/Desprendimiento";"¿Ha tomado alguna medida preventiva de adaptación para los siguientes peligros para usted mismo, si es así, ¿para cuál(es) peligro(s)?/Deslizamiento";"¿Ha tomado alguna medida preventiva de adaptación para los siguientes peligros para usted mismo, si es así, ¿para cuál(es) peligro(s)?/Erupción volcánica ";"¿Ha tomado alguna medida preventiva de adaptación para los siguientes peligros para usted mismo, si es así, ¿para cuál(es) peligro(s)?/Ninguno de los anteriores";"¿Cuánto dinero ha gastado en estas medidas adaptativas?";"¿Está al tanto de alguna implementación gubernamental de métodos de adaptación, si es así, ¿para qué peligros?";"¿para qué peligros? ";"¿para qué peligros? /Inundaciones";"¿para qué peligros? /Incendio forestal ";"¿para qué peligros? /Desprendimiento ";"¿para qué peligros? /Deslizamiento ";"¿para qué peligros? /Erupciones volcánicas";"¿para qué peligros? /Ninguno de los anteriores";"¿Cómo de seguro se siente con las medidas de adaptación actuales en lugar para protegerlo de los peligros?";" ¿Quién cree usted que debería ser responsable de implementar medidas de adaptación ante los riesgos naturales?";"¿Cuánto está dispuesto a pagar por año para que el gobierno local invierta en protección para su comunidad (euros al año)?";"¿Está satisfecho con las medidas actuales tomadas para la adaptación ante riesgos?";"¿Cómo calificaría la vulnerabilidad de la isla a los peligros naturales?";"¿Cómo calificaría la vulnerabilidad de la isla a los peligros naturales en los próximos años?";"¿Desea comentar algo más?";"<span style=""display:none"">row_3-0-1 años (2023 - 2024)</span>";"<span style=""display:none"">row_3-2-5 años (2019 - 2022)</span>";"<span style=""display:none"">row_3-6-10 años (2014 - 2018)</span>";"##### Erupción volcánica";"<span style=""display:none"">row_4-N/A</span>";"<span style=""display:none"">row_4-0-1 años (2023 - 2024)</span>";"<span style=""display:none"">row_4-2-5 años (2019 - 2022)</span>";"<span style=""display:none"">row_4-6-10 años (2014 - 2018)</span>";"##### Ninguno de los mencionados anteriormente";"<span style=""display:none"">row_5-N/A</span>";"<span style=""display:none"">row_5-0-1 años (2023 - 2024)</span>";"<span style=""display:none"">row_5-2-5 años (2019 - 2022)</span>";"<span style=""display:none"">row_5-6-10 años (2014 - 2018)</span>";"**¿Ha tomado alguna medida preventiva de adaptación para los siguientes peligros para usted mismo, si es así, ¿para cuál(es) peligro(s)?**";"**Column**";"##### Inundaciones";"<span style=""display:none"">row-Column</span>";"##### Incendio forestal";"<span style=""display:none"">row_1-Column</span>";"##### Desprendimiento ";"<span style=""display:none"">volcanic_eruption-Column</span>";"##### Deslizamiento";"<span style=""display:none"">row_3-Column</span>";"##### Erupción volcánica ";"<span style=""display:none"">row_2-Column</span>";"##### Ninguno de los anteriores";"<span style=""display:none"">row_4-Column</span>";"Gracias por tomarse el tiempo para participar en nuestra encuesta. Su aporte es invaluable para recopilar perspectivas y conocimientos sobre los desastres naturales en Tenerife y las medidas que se pueden tomar contra ellos. Sus respuestas nos ayudarán a comprender mejor la vulnerabilidad a los desastres naturales e informar a los responsables de las políticas en consecuencia.  Esta encuesta es completamente anónima y sus respuestas se mantendrán confidenciales. La encuesta consta de tres partes, 18 preguntas, y tomará un máximo de 10 minutos. Si tiene alguna pregunta o comentario durante la encuesta, no dude en pedir apoyo. ¡Muchas gracias por su participación! Al seleccionar 'estoy de acuerdo', está dando su consentimiento a las condiciones descritas anteriormente.!";"¿Cuál es tu identidad de género?";"¿Cuál es su nivel más alto de educación completado?";"¿En qué región de Tenerife vive actualmente?";"¿Cuál describe mejor el entorno alrededor de su residencia?";"¿Ha experimentado alguna vez uno o varios de los siguientes riesgos?";"¿Ha experimentado alguna vez uno o varios de los siguientes riesgos?/Inundaciones";"¿Ha experimentado alguna vez uno o varios de los siguientes riesgos?/Incendio forestal";"¿Ha experimentado alguna vez uno o varios de los siguientes riesgos?/Desprendimiento";"¿Ha experimentado alguna vez uno o varios de los siguientes riesgos?/Deslizamiento de tierra";"¿Ha experimentado alguna vez uno o varios de los siguientes riesgos?/Erupción volcánica";"¿Ha experimentado alguna vez uno o varios de los siguientes riesgos?/Ninguno de los mencionados anteriormente";"¿Cómo calificaría la vulnerabilidad de la isla a los peligros naturales?";"Algunos riesgos pueden resultar en que otros riesgos se vuelvan más probables (como un incendio forestal después de una sequía). ¿Cree que la isla es vulnerable a situaciones en las que múltiples riesgos ocurren uno tras otro?";"Have you ever experienced a natural hazard in your place of residence?";"**¿Ha experimentado alguna vez uno o varios de los siguientes riesgos? Si es así, por favor indique cuántas veces. **";"Si su respuesta a la pregunta anterior fue afirmativa, ¿está usted al tanto de las medidas adaptativas que se tomaron después?";"**N/A**";"¿Ha tomado usted alguna medida de adaptación preventiva por su cuenta?";"**0-1 años (2023 - 2024)**";"¿Está usted al tanto de alguna implementación gubernamental de métodos de adaptación?";"**2-5 años (2019 - 2022)**";"**6-10 años (2014 - 2018)**";"##### Incendio forestal";"¿Cree que las autoridades locales abordan adecuadamente el problema?";"<span style=""display:none"">row-N/A</span>";"¿Estaría dispuesto a pagar un impuesto municipal anual (comparable al impuesto local de basura de alrededor de € 80 al año) para que el gobierno local invierta en una protección efectiva contra los riesgos naturales?";"<span style=""display:none"">row-0-1 años (2023 - 2024)</span>";"<span style=""display:none"">row-2-5 años (2019 - 2022)</span>";"<span style=""display:none"">row-6-10 años (2014 - 2018)</span>";"##### Desprendimiento";"<span style=""display:none"">row_1-N/A</span>";"<span style=""display:none"">row_1-0-1 años (2023 - 2024)</span>";"<span style=""display:none"">row_1-2-5 años (2019 - 2022)</span>";"<span style=""display:none"">row_1-6-10 años (2014 - 2018)</span>";"##### Inundaciones";"<span style=""display:none"">row_2-N/A</span>";"<span style=""display:none"">row_2-0-1 años (2023 - 2024)</span>";"<span style=""display:none"">row_2-2-5 años (2019 - 2022)</span>";"<span style=""display:none"">row_2-6-10 años (2014 - 2018)</span>";"##### Deslizamientos";"<span style=""display:none"">row_3-N/A</span>";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2024-03-15T18:58:11.874-00:00";"2024-03-15T18:58:57.269-00:00";"";"";"";"";"";"";"";"";"25-34 años";"";"";"Educación";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"La comunidad afectada";"";"Muy satisfecho";"Muy vulnerable";"Mucho más vulnerable";"Yeeeaaah";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Estoy de acuerdo";"Mujer";"Grado universitario";"Norte";"Área urbana";"Incendio forestal";"0";"1";"0";"0";"0";"0";"Muy vulnerable";"Si ";"Si";"";"Si ";"";"Si";"";"Si";"";"";"";"Si ";"";"Si";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"543860413";"58844102-4b6a-40b8-a44b-38c1cfcf1b0e";"2024-03-15T18:58:57";"";"";"submitted_via_web";"";"vQspfakY6nPvasMvRYSHD3";"";"1"
"2024-03-16T12:48:28.497-00:00";"2024-03-16T13:02:09.683-00:00";"No estoy de acuerdo";"Residente a tiempo completo ";"Proprietario";"35130";"Área costera";"";"";"";"45-54 años";"Preparación para la educación superior (o FP?)";"";"Gobierno / Administración pública";"";"En los últimos 2-5 años - una sola vez";"En los últimos 2-5 años - una sola vez";"En el último año - una sola vez";"En el último año - más de una vez";"Nunca";"35";"12";"27";"9";"€10.000 - €100.000";"9";"Incendio forestal";"0";"1";"0";"0";"0";"0";"15";"Si ";"Incendio forestal ";"0";"1";"0";"0";"0";"0";"Seguro";"El gobierno";"559";"Satisfecho";"Vulnerable";"Neutral";"No thanks  ..Chao";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"543998320";"02c4c790-a8be-43d4-8c3f-a69c37983622";"2024-03-16T13:02:11";"";"";"submitted_via_web";"";"vPkMGL7Reg6xDuSyPKr7Rd";"";"2"
"2024-03-16T12:26:37.081+01:00";"2024-03-16T12:31:51.253+01:00";"Estoy de acuerdo";"Residente a tiempo completo ";"Proprietario";"38350";"Área costera";"";"Hombre";"";"25-34 años";"Grado universitario";"";"Otro (por favor especifique en la siguiente pregunta)";"Turismo";"En los últimos 6-10 años - más de una vez";"Nunca";"En los últimos 2-5 años - una sola vez";"En los últimos 2-5 años - una sola vez";"En los últimos 2-5 años - una sola vez";"";"15";"21";"29";"€10.000 - €100.000";"10";"Ninguno de los anteriores";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"";"";"";"No lo sé";"El gobierno";"263";"Neutral";"Vulnerable";"Neutral";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"544061207";"35ab3963-ff19-48d9-84d9-8ac2de91f8e6";"2024-03-16T19:54:56";"";"";"submitted_via_web";"diegormachea2024";"vPkMGL7Reg6xDuSyPKr7Rd";"";"3"
"2024-03-16T12:33:56.696+01:00";"2024-03-16T12:44:02.536+01:00";"Estoy de acuerdo";"Residente a tiempo completo ";"Proprietario";"38291";"Área urbana";"";"Mujer";"";"18-24 años";"Preparación para la educación superior (o FP?)";"";"Arte y entretenimiento ";"";"En el último año - una sola vez";"En los últimos 6-10 años - una sola vez";"En el último año - una sola vez";"Nunca";"Nunca";"0";"20";"50";"65";"€100.000 - €250.000";"5";"Ninguno de los anteriores";"0";"0";"0";"0";"0";"1";"0";"Si ";"Incendio forestal ";"0";"1";"0";"0";"0";"0";"Inseguro";"El gobierno";"330";"Poco satisfecho";"Vulnerable";"Más vulnerable";"No, gracias";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"544061209";"c90141ad-ab54-4836-a6c3-58beea6c3b98";"2024-03-16T19:54:58";"";"";"submitted_via_web";"diegormachea2024";"vPkMGL7Reg6xDuSyPKr7Rd";"";"4"
"2024-03-16T12:48:22.486+01:00";"2024-03-16T12:54:18.953+01:00";"Estoy de acuerdo";"Residente a tiempo completo ";"Proprietario";"38108";"Área urbana";"";"Mujer";"";"35-44 años";"Preparación para la educación superior (o FP?)";"";"Comercio ";"";"En los últimos 6-10 años - una sola vez";"Nunca";"Nunca";"Nunca";"Nunca";"";"";"";"";"€10.000 - €100.000";"";"Ninguno de los anteriores";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"Seguro";"El gobierno";"117";"Poco satisfecho";"Muy vulnerable";"Neutral";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"544061211";"c09e37de-a442-4c80-ad98-b2916cf43c8d";"2024-03-16T19:54:58";"";"";"submitted_via_web";"diegormachea2024";"vPkMGL7Reg6xDuSyPKr7Rd";"";"5"
"2024-03-16T13:15:59.231+01:00";"2024-03-16T13:35:00.846+01:00";"Estoy de acuerdo";"Residente a tiempo completo ";"Proprietario";"38611";"Área costera";"";"Hombre";"";"45-54 años";"Grado universitario";"";"Transporte";"";"En los últimos 2-5 años - una sola vez";"Nunca";"Nunca";"En el último año - una sola vez";"Nunca";"";"35";"44";"68";"€100.000 - €250.000";"4";"Ninguno de los anteriores";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"";"";"";"No lo sé";"Los individuos";"0";"Nada satisfecho";"Muy vulnerable";"Neutral";"No";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"544061212";"ceae6e43-f013-4c41-ba1d-d6dc1d9ba830";"2024-03-16T19:54:59";"";"";"submitted_via_web";"diegormachea2024";"vPkMGL7Reg6xDuSyPKr7Rd";"";"6"
"2024-03-16T13:42:12.920+01:00";"2024-03-16T13:51:04.951+01:00";"Estoy de acuerdo";"Residente a tiempo completo ";"Proprietario";"38355";"Bosque ";"";"Hombre";"";"18-24 años";"Educación no formal ";"";"Construcción";"";"En el último año - una sola vez";"En el último año - una sola vez";"En el último año - una sola vez";"En los últimos 6-10 años - una sola vez";"En los últimos 2-5 años - una sola vez";"0";"";"";"";"€250.000 - €500.000";"3";"Incendio forestal Inundaciones";"1";"1";"0";"0";"0";"0";"1500";"No";"";"";"";"";"";"";"";"Muy seguro";"Otro";"";"Nada satisfecho";"Muy vulnerable";"Más vulnerable";"Que hacemoa !as que el gobierno";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"544061215";"e51d8dea-5c3c-428d-a82c-1eb54e9f3233";"2024-03-16T19:54:59";"";"";"submitted_via_web";"diegormachea2024";"vPkMGL7Reg6xDuSyPKr7Rd";"";"7"
"2024-03-16T15:46:06.374+01:00";"2024-03-16T15:55:07.517+01:00";"Estoy de acuerdo";"Residente a tiempo completo ";"Proprietario";"38410";"Área costera";"";"Hombre";"";"65 años o más";"Educación secundaria ";"";"Transporte";"";"En los últimos 6-10 años - una sola vez";"Nunca";"En los últimos 2-5 años - una sola vez";"Nunca";"Nunca";"0";"49";"1";"11";"€0 - €1.000";"50";"Ninguno de los anteriores";"0";"0";"0";"0";"0";"1";"0";"Si ";"Incendio forestal ";"0";"1";"0";"0";"0";"0";"Seguro";"El gobierno";"22";"Neutral";"Vulnerable";"Más vulnerable";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"544061216";"47e8d42c-4c9f-406e-b63e-f5482f80d91f";"2024-03-16T19:55:00";"";"";"submitted_via_web";"diegormachea2024";"vPkMGL7Reg6xDuSyPKr7Rd";"";"8"
"2024-03-16T16:01:36.562+01:00";"2024-03-16T16:09:21.053+01:00";"Estoy de acuerdo";"Residente a tiempo completo ";"Proprietario";"38417";"Área urbana";"";"Mujer";"";"45-54 años";"Preparación para la educación superior (o FP?)";"";"Comercio ";"";"En el último año - una sola vez";"En los últimos 6-10 años - más de una vez";"En el último año - más de una vez";"En los últimos 2-5 años - una sola vez";"Nunca";"";"";"";"1";"€10.000 - €100.000";"90";"Ninguno de los anteriores";"0";"0";"0";"0";"0";"1";"";"No";"";"";"";"";"";"";"";"Muy inseguro ";"El gobierno";"1000";"Nada satisfecho";"Muy vulnerable";"Mucho más vulnerable";"Facilitar la vida al isleno,no complicásela";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"544061221";"6f587dc2-fd55-4dd0-8d96-ecf9f74326d6";"2024-03-16T19:55:00";"";"";"submitted_via_web";"diegormachea2024";"vPkMGL7Reg6xDuSyPKr7Rd";"";"9"
"2024-03-16T16:14:29.082+01:00";"2024-03-16T16:20:30.715+01:00";"Estoy de acuerdo";"Residente a tiempo completo ";"Proprietario";"38350";"Área costera";"";"Mujer";"";"25-34 años";"Educación secundaria ";"";"Comercio ";"";"En el último año - más de una vez";"Nunca";"En el último año - una sola vez";"Nunca";"Nunca";"";"0";"2";"";"€10.000 - €100.000";"";"Ninguno de los anteriores";"0";"0";"0";"0";"0";"1";"";"No";"";"";"";"";"";"";"";"Seguro";"El gobierno";"";"Neutral";"Neutral";"Más vulnerable";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"544061223";"70dd57bd-4064-4702-b899-8bb03128dbb5";"2024-03-16T19:55:01";"";"";"submitted_via_web";"diegormachea2024";"vPkMGL7Reg6xDuSyPKr7Rd";"";"10"
